SEID,LUID,Full Name,Name Type,IMO Number,Current Believed Flag,Previous Flags,Type,Tonnage,Length,Year Built,Current Owner/Operators,Previous Owner/Operators,Other Information,UK Statement of Reasons
#0019879,DPR0100,Solvent Discoverer,Alias,7408873.0,North Korea,Russia,Oil Tanker,1676.0,80.0,1975.0,Korea Samjong Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK merchant vessel M/V SAM JONG 2 was involved in ship-to-ship transfer operations of oil in late January 2018. Listed as asset of Korea Samjong Shipping (OFSI ID: 13635, UN Reference Number: UN Ref KPe.064)",
#0019880,DPR0100,Tom Mira,Alias,7408873.0,North Korea,Russia,Oil Tanker,1676.0,80.0,1975.0,Korea Samjong Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK merchant vessel M/V SAM JONG 2 was involved in ship-to-ship transfer operations of oil in late January 2018. Listed as asset of Korea Samjong Shipping (OFSI ID: 13635, UN Reference Number: UN Ref KPe.064)",
#0019881,DPR0100,Yu_Jong_3,Alias,7408873.0,North Korea,Russia,Oil Tanker,1676.0,80.0,1975.0,Korea Samjong Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK merchant vessel M/V SAM JONG 2 was involved in ship-to-ship transfer operations of oil in late January 2018. Listed as asset of Korea Samjong Shipping (OFSI ID: 13635, UN Reference Number: UN Ref KPe.064)",
#0019882,DPR0101,Sam Ma 2,Primary Name,8106496.0,North Korea,,Oil Tanker,962.0,70.0,1981.0,Korea Samma Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V SAM MA 2 imported refined petroleum products in October, early November and mid-November 2017 through multiple ship-to-ship transfers. Listed as asset of Korea Samma Shipping Co (OFSI ID: 13636, UN Reference Number: UN Ref KPe.065)",
#0019883,DPR0101,Cleanseas Coral,Alias,8106496.0,North Korea,,Oil Tanker,962.0,70.0,1981.0,Korea Samma Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V SAM MA 2 imported refined petroleum products in October, early November and mid-November 2017 through multiple ship-to-ship transfers. Listed as asset of Korea Samma Shipping Co (OFSI ID: 13636, UN Reference Number: UN Ref KPe.065)",
#0019884,DPR0101,Myong Sin,Alias,8106496.0,North Korea,,Oil Tanker,962.0,70.0,1981.0,Korea Samma Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V SAM MA 2 imported refined petroleum products in October, early November and mid-November 2017 through multiple ship-to-ship transfers. Listed as asset of Korea Samma Shipping Co (OFSI ID: 13636, UN Reference Number: UN Ref KPe.065)",
#0019885,DPR0101,Sam_Ma_2,Alias,8106496.0,North Korea,,Oil Tanker,962.0,70.0,1981.0,Korea Samma Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V SAM MA 2 imported refined petroleum products in October, early November and mid-November 2017 through multiple ship-to-ship transfers. Listed as asset of Korea Samma Shipping Co (OFSI ID: 13636, UN Reference Number: UN Ref KPe.065)",
#0019886,DPR0101,Samma2,Alias,8106496.0,North Korea,,Oil Tanker,962.0,70.0,1981.0,Korea Samma Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V SAM MA 2 imported refined petroleum products in October, early November and mid-November 2017 through multiple ship-to-ship transfers. Listed as asset of Korea Samma Shipping Co (OFSI ID: 13636, UN Reference Number: UN Ref KPe.065)",
#0019887,DPR0101,Wakatsuru Maru No.6,Alias,8106496.0,North Korea,,Oil Tanker,962.0,70.0,1981.0,Korea Samma Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V SAM MA 2 imported refined petroleum products in October, early November and mid-November 2017 through multiple ship-to-ship transfers. Listed as asset of Korea Samma Shipping Co (OFSI ID: 13636, UN Reference Number: UN Ref KPe.065)",
#0019888,DPR0102,Yu Jong 2,Primary Name,8604917.0,North Korea,,Oil Tanker,748.0,62.0,1986.0,Korea Yujong Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V YU JONG 2 was involved in-ship-to ship transfer operations for oil in November 2017. M/V YU JONG 2 was also involved in a ship-to-ship transfer operation, likely for oil, with M/V MIN NING DE YOU 078 on 16 February 2018. Listed as asset of Korea Yujong Shipping Co Ltd (OFSI ID: 13637, UN Reference Number: UN Ref KPe.066)",
#0019889,DPR0102,Dae Hung 12,Alias,8604917.0,North Korea,,Oil Tanker,748.0,62.0,1986.0,Korea Yujong Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V YU JONG 2 was involved in-ship-to ship transfer operations for oil in November 2017. M/V YU JONG 2 was also involved in a ship-to-ship transfer operation, likely for oil, with M/V MIN NING DE YOU 078 on 16 February 2018. Listed as asset of Korea Yujong Shipping Co Ltd (OFSI ID: 13637, UN Reference Number: UN Ref KPe.066)",
#0019890,DPR0102,Ryoko,Alias,8604917.0,North Korea,,Oil Tanker,748.0,62.0,1986.0,Korea Yujong Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V YU JONG 2 was involved in-ship-to ship transfer operations for oil in November 2017. M/V YU JONG 2 was also involved in a ship-to-ship transfer operation, likely for oil, with M/V MIN NING DE YOU 078 on 16 February 2018. Listed as asset of Korea Yujong Shipping Co Ltd (OFSI ID: 13637, UN Reference Number: UN Ref KPe.066)",
#0019891,DPR0102,Ryoko Maru No.8,Alias,8604917.0,North Korea,,Oil Tanker,748.0,62.0,1986.0,Korea Yujong Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V YU JONG 2 was involved in-ship-to ship transfer operations for oil in November 2017. M/V YU JONG 2 was also involved in a ship-to-ship transfer operation, likely for oil, with M/V MIN NING DE YOU 078 on 16 February 2018. Listed as asset of Korea Yujong Shipping Co Ltd (OFSI ID: 13637, UN Reference Number: UN Ref KPe.066)",
#0019892,DPR0102,Yujong-2,Alias,8604917.0,North Korea,,Oil Tanker,748.0,62.0,1986.0,Korea Yujong Shipping,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK oil tanker M/V YU JONG 2 was involved in-ship-to ship transfer operations for oil in November 2017. M/V YU JONG 2 was also involved in a ship-to-ship transfer operation, likely for oil, with M/V MIN NING DE YOU 078 on 16 February 2018. Listed as asset of Korea Yujong Shipping Co Ltd (OFSI ID: 13637, UN Reference Number: UN Ref KPe.066)",
#0019893,DPR0103,Paek Ma,Primary Name,9066978.0,North Korea,South Korea; Panama,Oil Tanker,1181.0,77.0,1993.0,,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK vessel M/V PAEK MA was involved in ship-to-ship transfer operations for oil in mid-January 2018. Listed as asset of Paekma Shipping Co (a.k.a First Oil JV Co Ltd) (OFSI ID: 13640, UN Reference Number: UN Ref KPe.069)",
#0019895,DPR0103,Il Mook,Alias,9066978.0,North Korea,South Korea; Panama,Oil Tanker,1181.0,77.0,1993.0,,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK vessel M/V PAEK MA was involved in ship-to-ship transfer operations for oil in mid-January 2018. Listed as asset of Paekma Shipping Co (a.k.a First Oil JV Co Ltd) (OFSI ID: 13640, UN Reference Number: UN Ref KPe.069)",
#0019897,DPR0103,Kishu Maru,Alias,9066978.0,North Korea,Panama; South Korea,Oil Tanker,1181.0,77.0,1993.0,,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK vessel M/V PAEK MA was involved in ship-to-ship transfer operations for oil in mid-January 2018. Listed as asset of Paekma Shipping Co (a.k.a First Oil JV Co Ltd) (OFSI ID: 13640, UN Reference Number: UN Ref KPe.069)",
#0019899,DPR0103,Royal Miracle,Alias,9066978.0,North Korea,Panama; South Korea,Oil Tanker,1181.0,77.0,1993.0,,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK vessel M/V PAEK MA was involved in ship-to-ship transfer operations for oil in mid-January 2018. Listed as asset of Paekma Shipping Co (a.k.a First Oil JV Co Ltd) (OFSI ID: 13640, UN Reference Number: UN Ref KPe.069)",
#0019901,DPR0104,Ji Song 6,Primary Name,8898740.0,North Korea,,Other,841.0,58.0,1995.0,Phyongchon Shipping & Marine,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK tanker M/V JI SONG 6 was involved in ship-to-ship transfer operations of oil in late January 2018. Listed as asset of Phyongchon Shipping & Marine (OFSI ID: 13641, UN Reference Number: UN Ref KPe.070)",
#0019902,DPR0105,Chon Ma San,Primary Name,8660313.0,North Korea,,Oil Tanker,2808.0,83.0,2005.0,Korea Achim Shipping Co,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK vessel M/V CHON MA SAN was involved in ship-to-ship transfer operations for oil in mid-November 2017. Listed as asset of Korea Achim Shipping Co (OFSI ID: 13632, UN Reference Number: UN Ref KPe.061)",
#0019903,DPR0105,Go Mal San 4,Alias,8660313.0,North Korea,,Oil Tanker,2808.0,83.0,2005.0,Korea Achim Shipping Co,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK vessel M/V CHON MA SAN was involved in ship-to-ship transfer operations for oil in mid-November 2017. Listed as asset of Korea Achim Shipping Co (OFSI ID: 13632, UN Reference Number: UN Ref KPe.061)",
#0019904,DPR0106,Nam San 8,Primary Name,8122347.0,North Korea,,Oil Tanker,1914.0,91.0,1982.0,Hapjanggang Shipping Corp,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK crude oil tanker M/V NAM SAN 8 is believed to have been involved in ship-to-ship transfer operations for oil. Listed as asset of Hapjanggang Shipping Corp (OFSI ID: 13629, UN Reference Number: UN Ref KPe.058)",
#0019905,DPR0106,Koan Maru,Alias,8122347.0,North Korea,,Oil Tanker,1914.0,91.0,1982.0,Hapjanggang Shipping Corp,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK crude oil tanker M/V NAM SAN 8 is believed to have been involved in ship-to-ship transfer operations for oil. Listed as asset of Hapjanggang Shipping Corp (OFSI ID: 13629, UN Reference Number: UN Ref KPe.058)",
#0019906,DPR0106,Munakata,Alias,8122347.0,North Korea,,Oil Tanker,1914.0,91.0,1982.0,Hapjanggang Shipping Corp,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK crude oil tanker M/V NAM SAN 8 is believed to have been involved in ship-to-ship transfer operations for oil. Listed as asset of Hapjanggang Shipping Corp (OFSI ID: 13629, UN Reference Number: UN Ref KPe.058)",
#0019907,DPR0106,Munakata Maru No.5,Alias,8122347.0,North Korea,,Oil Tanker,1914.0,91.0,1982.0,Hapjanggang Shipping Corp,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK crude oil tanker M/V NAM SAN 8 is believed to have been involved in ship-to-ship transfer operations for oil. Listed as asset of Hapjanggang Shipping Corp (OFSI ID: 13629, UN Reference Number: UN Ref KPe.058)",
#0019908,DPR0106,Zu Zag Bong 6,Alias,8122347.0,North Korea,,Oil Tanker,1914.0,91.0,1982.0,Hapjanggang Shipping Corp,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK crude oil tanker M/V NAM SAN 8 is believed to have been involved in ship-to-ship transfer operations for oil. Listed as asset of Hapjanggang Shipping Corp (OFSI ID: 13629, UN Reference Number: UN Ref KPe.058)",
#0019909,DPR0107,Yu Son,Primary Name,8691702.0,North Korea,,Oil Tanker,2228.0,89.0,2003.0,Myohyang Shipping Co,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK tanker M/V YU SON is believed to have been involved in ship-to-ship transfer operations for oil. Listed as asset of Myohyang Shipping Co (OFSI ID: 13639, UN Reference Number: UN Ref KPe.068)",
#0019910,DPR0107,Y Chun,Alias,8691702.0,North Korea,,Oil Tanker,2228.0,89.0,2003.0,Myohyang Shipping Co,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK tanker M/V YU SON is believed to have been involved in ship-to-ship transfer operations for oil. Listed as asset of Myohyang Shipping Co (OFSI ID: 13639, UN Reference Number: UN Ref KPe.068)",
#0019911,DPR0108,Woory Star,Primary Name,8408595.0,North Korea,,General Cargo / Multi Purpose,3154.0,89.0,1984.0,Phyongchon Shipping & Marine,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK cargo vessel M/V WOORY STAR is believed to have been involved in illicit transfers of prohibited DPRK goods. Listed as asset of Phyongchon Shipping & Marine (OFSI ID: 13641, UN Reference Number: UN Ref KPe.070)",
#0019912,DPR0108,Polaris No.9,Alias,8408595.0,North Korea,,General Cargo / Multi Purpose,3154.0,89.0,1984.0,Phyongchon Shipping & Marine,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK cargo vessel M/V WOORY STAR is believed to have been involved in illicit transfers of prohibited DPRK goods. Listed as asset of Phyongchon Shipping & Marine (OFSI ID: 13641, UN Reference Number: UN Ref KPe.070)",
#0019913,DPR0108,Stella Polaris,Alias,8408595.0,North Korea,,General Cargo / Multi Purpose,3154.0,89.0,1984.0,Phyongchon Shipping & Marine,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK cargo vessel M/V WOORY STAR is believed to have been involved in illicit transfers of prohibited DPRK goods. Listed as asset of Phyongchon Shipping & Marine (OFSI ID: 13641, UN Reference Number: UN Ref KPe.070)",
#0019914,DPR0108,Tamnda,Alias,8408595.0,North Korea,,General Cargo / Multi Purpose,3154.0,89.0,1984.0,Phyongchon Shipping & Marine,,"Pursuant to paragraph 6 of Security Council Resolution 2371 (2017), paragraph 6 of Security Council Resolution 2375 (2017)and paragraph 12 of Security Council resolution 2321 (2016). DPRK cargo vessel M/V WOORY STAR is believed to have been involved in illicit transfers of prohibited DPRK goods. Listed as asset of Phyongchon Shipping & Marine (OFSI ID: 13641, UN Reference Number: UN Ref KPe.070)",
